# y_plus, uu_plus, vv_plus, minus_uv_plus
2.35725592e+02, 1.66444240e+00, 1.66444240e+00, 7.64743990e-01
2.37261263e+02, 1.66151654e+00, 1.66151654e+00, 7.62987238e-01
2.38796935e+02, 1.65859069e+00, 1.65859069e+00, 7.61794179e-01
2.40332606e+02, 1.65565777e+00, 1.65565777e+00, 7.61157875e-01
2.41868278e+02, 1.65272485e+00, 1.65272485e+00, 7.59860589e-01
2.43403950e+02, 1.64978487e+00, 1.64978487e+00, 7.58514092e-01
2.44939621e+02, 1.64684488e+00, 1.64684488e+00, 7.57737835e-01
2.46475293e+02, 1.64389782e+00, 1.64389782e+00, 7.56295931e-01
2.48010964e+02, 1.64094370e+00, 1.64094370e+00, 7.54805940e-01
2.49546636e+02, 1.63798958e+00, 1.63798958e+00, 7.54517447e-01
2.51082308e+02, 1.63502839e+00, 1.63502839e+00, 7.52929663e-01
2.52617979e+02, 1.63206720e+00, 1.63206720e+00, 7.51929478e-01
2.54153651e+02, 1.62909895e+00, 1.62909895e+00, 7.50886210e-01
2.55689322e+02, 1.62612363e+00, 1.62612363e+00, 7.49168502e-01
2.57224994e+02, 1.62314124e+00, 1.62314124e+00, 7.48032047e-01
2.58760666e+02, 1.62015885e+00, 1.62015885e+00, 7.46859771e-01
2.60296337e+02, 1.61717645e+00, 1.61717645e+00, 7.46282467e-01
2.61832009e+02, 1.61417993e+00, 1.61417993e+00, 7.45022400e-01
2.63367680e+02, 1.61118340e+00, 1.61118340e+00, 7.43727371e-01
2.64903352e+02, 1.60817981e+00, 1.60817981e+00, 7.42391486e-01
2.66439024e+02, 1.60517622e+00, 1.60517622e+00, 7.41015063e-01
2.67974695e+02, 1.60216556e+00, 1.60216556e+00, 7.40243232e-01
2.69510367e+02, 1.59914783e+00, 1.59914783e+00, 7.38788235e-01
2.71046039e+02, 1.59613011e+00, 1.59613011e+00, 7.37293634e-01
2.72581710e+02, 1.59309825e+00, 1.59309825e+00, 7.36415147e-01
2.74117382e+02, 1.59006638e+00, 1.59006638e+00, 7.35494627e-01
2.75653053e+02, 1.58703452e+00, 1.58703452e+00, 7.33891981e-01
2.77188725e+02, 1.58398853e+00, 1.58398853e+00, 7.32898760e-01
2.78724397e+02, 1.58094253e+00, 1.58094253e+00, 7.31876244e-01
2.80260068e+02, 1.57788947e+00, 1.57788947e+00, 7.30162102e-01
2.81795740e+02, 1.57482934e+00, 1.57482934e+00, 7.29068448e-01
2.83331411e+02, 1.57176921e+00, 1.57176921e+00, 7.27946172e-01
2.84867083e+02, 1.56870201e+00, 1.56870201e+00, 7.26783803e-01
2.86402755e+02, 1.56562774e+00, 1.56562774e+00, 7.25593278e-01
2.87938426e+02, 1.56254641e+00, 1.56254641e+00, 7.24369000e-01
2.89474098e+02, 1.55946508e+00, 1.55946508e+00, 7.23111223e-01
2.91009769e+02, 1.55636961e+00, 1.55636961e+00, 7.21160055e-01
2.92545441e+02, 1.55327415e+00, 1.55327415e+00, 7.20501914e-01
2.94081113e+02, 1.55017161e+00, 1.55017161e+00, 7.19819204e-01
2.95616784e+02, 1.54706908e+00, 1.54706908e+00, 7.17772942e-01
2.97152456e+02, 1.54395241e+00, 1.54395241e+00, 7.16357062e-01
2.98688127e+02, 1.54083574e+00, 1.54083574e+00, 7.15586721e-01
3.00223799e+02, 1.53771201e+00, 1.53771201e+00, 7.14113808e-01
3.01759471e+02, 1.53458120e+00, 1.53458120e+00, 7.12614929e-01
3.03295142e+02, 1.53144333e+00, 1.53144333e+00, 7.11754400e-01
3.04830814e+02, 1.52829839e+00, 1.52829839e+00, 7.10199734e-01
3.06366485e+02, 1.52515346e+00, 1.52515346e+00, 7.09286057e-01
3.07902157e+02, 1.52199438e+00, 1.52199438e+00, 7.07670891e-01
3.09437829e+02, 1.51883531e+00, 1.51883531e+00, 7.06025301e-01
3.10973500e+02, 1.51566917e+00, 1.51566917e+00, 7.05035562e-01
3.12509172e+02, 1.51249597e+00, 1.51249597e+00, 7.04017848e-01
3.14044843e+02, 1.50931569e+00, 1.50931569e+00, 7.02977808e-01
3.15580515e+02, 1.50612835e+00, 1.50612835e+00, 7.01221247e-01
3.17116187e+02, 1.50294101e+00, 1.50294101e+00, 6.99446262e-01
3.18651858e+02, 1.49973953e+00, 1.49973953e+00, 6.98327495e-01
3.20187530e+02, 1.49653806e+00, 1.49653806e+00, 6.97181684e-01
3.21723202e+02, 1.49332951e+00, 1.49332951e+00, 6.95327309e-01
3.23258873e+02, 1.49011390e+00, 1.49011390e+00, 6.94132464e-01
3.24794545e+02, 1.48689123e+00, 1.48689123e+00, 6.93605254e-01
3.26330216e+02, 1.48366148e+00, 1.48366148e+00, 6.91674155e-01
3.27865888e+02, 1.48042467e+00, 1.48042467e+00, 6.90411008e-01
3.29401560e+02, 1.47718079e+00, 1.47718079e+00, 6.89127174e-01
3.30937231e+02, 1.47393691e+00, 1.47393691e+00, 6.87125557e-01
3.32472903e+02, 1.47067889e+00, 1.47067889e+00, 6.86482256e-01
3.34008574e+02, 1.46742088e+00, 1.46742088e+00, 6.85132029e-01
3.35544246e+02, 1.46414873e+00, 1.46414873e+00, 6.83057112e-01
3.37079918e+02, 1.46087658e+00, 1.46087658e+00, 6.81660987e-01
3.38615589e+02, 1.45759737e+00, 1.45759737e+00, 6.80935471e-01
3.40151261e+02, 1.45430402e+00, 1.45430402e+00, 6.79490328e-01
3.41686932e+02, 1.45101067e+00, 1.45101067e+00, 6.77334081e-01
3.43222604e+02, 1.44771025e+00, 1.44771025e+00, 6.75849609e-01
3.44758276e+02, 1.44440276e+00, 1.44440276e+00, 6.75044104e-01
3.46293947e+02, 1.44108821e+00, 1.44108821e+00, 6.73517032e-01
3.47829619e+02, 1.43776659e+00, 1.43776659e+00, 6.71971148e-01
3.49365290e+02, 1.43443790e+00, 1.43443790e+00, 6.70406596e-01
3.50900962e+02, 1.43110215e+00, 1.43110215e+00, 6.68818457e-01
3.52436634e+02, 1.42775933e+00, 1.42775933e+00, 6.67917873e-01
3.53972305e+02, 1.42441651e+00, 1.42441651e+00, 6.66293664e-01
3.55507977e+02, 1.42105955e+00, 1.42105955e+00, 6.63949527e-01
3.57043648e+02, 1.41769553e+00, 1.41769553e+00, 6.62986147e-01
3.58579320e+02, 1.41433150e+00, 1.41433150e+00, 6.62010916e-01
3.60114992e+02, 1.41095335e+00, 1.41095335e+00, 6.60310726e-01
3.61650663e+02, 1.40756812e+00, 1.40756812e+00, 6.58593044e-01
3.63186335e+02, 1.40418290e+00, 1.40418290e+00, 6.56858014e-01
3.64722007e+02, 1.40078354e+00, 1.40078354e+00, 6.55105778e-01
3.66257678e+02, 1.39738418e+00, 1.39738418e+00, 6.54036347e-01
3.67793350e+02, 1.39397068e+00, 1.39397068e+00, 6.52955637e-01
3.69329021e+02, 1.39055719e+00, 1.39055719e+00, 6.50442977e-01
3.70864693e+02, 1.38712956e+00, 1.38712956e+00, 6.49329499e-01
