# y_plus, uu_plus, vv_plus, minus_uv_plus
2.46010635e+02, 1.59414194e+00, 1.59414194e+00, 7.49956223e-01
2.47543412e+02, 1.59111989e+00, 1.59111989e+00, 7.48187785e-01
2.49076188e+02, 1.58809785e+00, 1.58809785e+00, 7.47709430e-01
2.50608965e+02, 1.58506871e+00, 1.58506871e+00, 7.46520974e-01
2.52141741e+02, 1.58203248e+00, 1.58203248e+00, 7.44611038e-01
2.53674518e+02, 1.57898916e+00, 1.57898916e+00, 7.43329276e-01
2.55207295e+02, 1.57594583e+00, 1.57594583e+00, 7.42675834e-01
2.56740071e+02, 1.57290251e+00, 1.57290251e+00, 7.41305981e-01
2.58272848e+02, 1.56984499e+00, 1.56984499e+00, 7.39894565e-01
2.59805624e+02, 1.56678748e+00, 1.56678748e+00, 7.39117985e-01
2.61338401e+02, 1.56372997e+00, 1.56372997e+00, 7.37620461e-01
2.62871177e+02, 1.56065827e+00, 1.56065827e+00, 7.36082364e-01
2.64403954e+02, 1.55758656e+00, 1.55758656e+00, 7.34504011e-01
2.65936730e+02, 1.55451486e+00, 1.55451486e+00, 7.33568859e-01
2.67469507e+02, 1.55142897e+00, 1.55142897e+00, 7.32597506e-01
2.69002283e+02, 1.54834309e+00, 1.54834309e+00, 7.30892452e-01
2.70535060e+02, 1.54525720e+00, 1.54525720e+00, 7.29847846e-01
2.72067836e+02, 1.54215712e+00, 1.54215712e+00, 7.28762252e-01
2.73600613e+02, 1.53905704e+00, 1.53905704e+00, 7.26944567e-01
2.75133390e+02, 1.53594987e+00, 1.53594987e+00, 7.25781900e-01
2.76666166e+02, 1.53284270e+00, 1.53284270e+00, 7.24590199e-01
2.78198943e+02, 1.52972134e+00, 1.52972134e+00, 7.23358684e-01
2.79731719e+02, 1.52659998e+00, 1.52659998e+00, 7.22093140e-01
2.81264496e+02, 1.52347862e+00, 1.52347862e+00, 7.20793821e-01
2.82797272e+02, 1.52034308e+00, 1.52034308e+00, 7.19460983e-01
2.84330049e+02, 1.51720753e+00, 1.51720753e+00, 7.18089481e-01
2.85862825e+02, 1.51406489e+00, 1.51406489e+00, 7.16690392e-01
2.87395602e+02, 1.51091515e+00, 1.51091515e+00, 7.15253192e-01
2.88928378e+02, 1.50776542e+00, 1.50776542e+00, 7.14495186e-01
2.90461155e+02, 1.50460859e+00, 1.50460859e+00, 7.12994678e-01
2.91993932e+02, 1.50144466e+00, 1.50144466e+00, 7.11462204e-01
2.93526708e+02, 1.49827365e+00, 1.49827365e+00, 7.09898020e-01
2.95059485e+02, 1.49509554e+00, 1.49509554e+00, 7.09019287e-01
2.96592261e+02, 1.49191743e+00, 1.49191743e+00, 7.07393709e-01
2.98125038e+02, 1.48873222e+00, 1.48873222e+00, 7.05731947e-01
2.99657814e+02, 1.48553992e+00, 1.48553992e+00, 7.04765335e-01
3.01190591e+02, 1.48234053e+00, 1.48234053e+00, 7.03770663e-01
3.02723367e+02, 1.47914114e+00, 1.47914114e+00, 7.02019963e-01
3.04256144e+02, 1.47592755e+00, 1.47592755e+00, 7.00244465e-01
3.05788920e+02, 1.47271397e+00, 1.47271397e+00, 6.99164510e-01
3.07321697e+02, 1.46949330e+00, 1.46949330e+00, 6.98052191e-01
3.08854474e+02, 1.46626553e+00, 1.46626553e+00, 6.96917940e-01
3.10387250e+02, 1.46303776e+00, 1.46303776e+00, 6.95028280e-01
3.11920027e+02, 1.45979580e+00, 1.45979580e+00, 6.93839436e-01
3.13452803e+02, 1.45655385e+00, 1.45655385e+00, 6.92624128e-01
3.14985580e+02, 1.45330479e+00, 1.45330479e+00, 6.90650925e-01
3.16518356e+02, 1.45004865e+00, 1.45004865e+00, 6.89382279e-01
3.18051133e+02, 1.44678541e+00, 1.44678541e+00, 6.88087765e-01
3.19583909e+02, 1.44351508e+00, 1.44351508e+00, 6.86772548e-01
3.21116686e+02, 1.44023765e+00, 1.44023765e+00, 6.85426856e-01
3.22649462e+02, 1.43696022e+00, 1.43696022e+00, 6.84060812e-01
3.24182239e+02, 1.43367570e+00, 1.43367570e+00, 6.82669635e-01
3.25715016e+02, 1.43037699e+00, 1.43037699e+00, 6.81253515e-01
3.27247792e+02, 1.42707828e+00, 1.42707828e+00, 6.79812644e-01
3.28780569e+02, 1.42377248e+00, 1.42377248e+00, 6.77612342e-01
3.30313345e+02, 1.42046668e+00, 1.42046668e+00, 6.76867142e-01
3.31846122e+02, 1.41714669e+00, 1.41714669e+00, 6.75357983e-01
3.33378898e+02, 1.41381960e+00, 1.41381960e+00, 6.73082709e-01
3.34911675e+02, 1.41049252e+00, 1.41049252e+00, 6.72267805e-01
3.36444451e+02, 1.40715834e+00, 1.40715834e+00, 6.71435530e-01
3.37977228e+02, 1.40380997e+00, 1.40380997e+00, 6.69836923e-01
3.39510004e+02, 1.40046160e+00, 1.40046160e+00, 6.67474834e-01
3.41042781e+02, 1.39710614e+00, 1.39710614e+00, 6.66579501e-01
3.42575557e+02, 1.39374359e+00, 1.39374359e+00, 6.64916265e-01
3.44108334e+02, 1.39037394e+00, 1.39037394e+00, 6.63230268e-01
3.45641111e+02, 1.38699720e+00, 1.38699720e+00, 6.62273898e-01
3.47173887e+02, 1.38362045e+00, 1.38362045e+00, 6.60548215e-01
3.48706664e+02, 1.38022952e+00, 1.38022952e+00, 6.58804975e-01
3.50239440e+02, 1.37683859e+00, 1.37683859e+00, 6.57039655e-01
